id,semanticSlug,currentName,usageContext,module,sourceFile,usageCount,visualDescriptionRu,semanticMeaningRu,recommendedReplacementQueryEn,recommendedReplacementQueryRu,candidateIconNames,suggestedOpenSourceFamilies,replacementComplexity,risk,notes
icon_032,chevron-down,chevronDown,sidebar,products,src/app.js,5,стрелка вниз,"раскрыть, выпадающее меню, вниз",chevron down expand icon,"иконка раскрыть, выпадающее меню, вниз",chevron-down,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 5. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_033,chevron-up,chevronUp,button,products,src/app.js,3,стрелка вверх,"свернуть, поднять строку",chevron up collapse move up icon,"иконка свернуть, поднять строку",chevron-up,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 3. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_034,chevron-right,chevronRight,other,shared,src/app.js,0,стрелка вправо,"раскрыть дерево, следующий уровень",chevron right expand tree icon,"иконка раскрыть дерево, следующий уровень",chevron-right,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,"Определена в helper; прямых статических использований не найдено или используется только динамически."
icon_035,alert,alert,status,shared,src/app.js,17,треугольник предупреждения,"ошибка, риск, предупреждение, критичность",warning triangle alert icon,"иконка ошибка, риск, предупреждение, критичность",triangle-alert,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 17. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_036,info,info,table-action,planning,src/app.js,24,круг info,"информация, пустое состояние, подсказка",info circle icon,"иконка информация, пустое состояние, подсказка",info,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 24. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_037,check,check,status,gantt,src/app.js,15,галочка,"готово, подтверждение, качество, ОТК",check success approval icon,"иконка готово, подтверждение, качество, ОТК",check,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 15. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_038,close,close,status,gantt,src/app.js,26,крестик,"закрыть, отмена, снять выбор",x close cancel icon,"иконка закрыть, отмена, снять выбор",x,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 26. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_039,arrow-left,arrowLeft,topbar,authPrototype,src/app.js,9,стрелка влево,"назад, предыдущий, outdent",arrow left back previous icon,"иконка назад, предыдущий, outdent",arrow-left,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 9. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_040,pin-backspace-apple,backspaceApple,visual-system,authPrototype,src/app.js,2,клавиша удаления Apple,удаление последней цифры PIN,backspace keyboard delete key icon,иконка удаление последней цифры PIN,"delete; badge-x","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,high,Статических использований найдено: 2. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_041,arrow-right,arrowRight,topbar,shiftWorkOrders,src/app.js,8,стрелка вправо,"вперед, следующий, indent/open",arrow right next forward icon,"иконка вперед, следующий, indent/open",arrow-right,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 8. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_042,edit,edit,table-action,gantt,src/app.js,7,карандаш,редактировать,pencil edit icon,иконка редактировать,pencil,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 7. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_043,play,play,status,gantt,src/app.js,3,треугольник play,"старт, взять в работу, статус",play start run icon,"иконка старт, взять в работу, статус",play,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 3. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_044,split,split,button,products,src/app.js,6,разветвление,"узел, сборка, разделение маршрута",split branch assembly icon,"иконка узел, сборка, разделение маршрута","split; git-fork","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,low,Статических использований найдено: 6. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_045,trash,trash,table-action,gantt,src/app.js,20,корзина,удалить объект,trash delete icon,иконка удалить объект,trash-2,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 20. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_046,trash-soft,trashSoft,table-action,routes,src/app.js,4,мягкая корзина,удалить строку/позицию без тяжелого danger,trash delete soft icon,иконка удалить строку/позицию без тяжелого danger,trash,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 4. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_047,save,save,form,products,src/app.js,12,дискета,"сохранить, зафиксировать",save disk icon,"иконка сохранить, зафиксировать",save,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 12. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_048,chart,chart,other,shared,src/app.js,2,столбики графика,"матрица, аналитика, метрики",bar chart analytics icon,"иконка матрица, аналитика, метрики",chart-column,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 2. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_049,upload,upload,other,shared,src/app.js,2,стрелка вверх,загрузка файла/фото,upload file icon,иконка загрузка файла/фото,upload,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 2. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_050,download,download,status,shiftWorkOrders,src/app.js,6,стрелка вниз,"экспорт, печать PDF, скачать",download export icon,"иконка экспорт, печать PDF, скачать",download,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 6. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_051,copy,copy,other,shared,src/app.js,1,две копии,копировать,copy duplicate icon,иконка копировать,copy,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 1. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_052,focus,focus,topbar,shared,src/app.js,4,рамка фокуса,режим фокуса/полный экран,focus fullscreen icon,иконка режим фокуса/полный экран,"scan; maximize","lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,Статических использований найдено: 4. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_053,lock,lock,button,authPrototype,src/app.js,5,замок закрыт,"авторизация, роль, доступ закрыт",lock access icon,"иконка авторизация, роль, доступ закрыт",lock-keyhole,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 5. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_054,unlock,unlock,other,shared,src/app.js,1,замок открыт,"успешная авторизация, доступ открыт",unlock access granted icon,"иконка успешная авторизация, доступ открыт",unlock-keyhole,"lucide; tabler; phosphor; heroicons; remix; material-symbols",low,high,Статических использований найдено: 1. Динамические вызовы могут добавлять этот же helper через moduleItem.icon/iconName.
icon_055,employee-hierarchy-connectors,employeeHierarchyArrow,operations-resources,employees,src/app.js,1,SVG-слой соединительных линий оргструктуры,показывает иерархические связи отделов/участков/ресурсов,organization hierarchy connector arrow svg,иконка показывает иерархические связи отделов/участков/ресурсов,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_056,employee-hierarchy-arrow-marker,employeeHierarchyArrowMarker,operations-resources,employees,src/app.js,1,маленькая стрелка-маркер для SVG-линий оргструктуры,направление связи в структуре сотрудников и ресурсов,small arrow marker svg hierarchy connector,иконка направление связи в структуре сотрудников и ресурсов,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_057,visual-gantt-dependency-sample,visualGanttDependency,visual-system,visualSystem,src/app.js,1,демо SVG-линия зависимости Ганта со стрелкой,эталон отображения зависимости операций,gantt dependency arrow icon line,иконка эталон отображения зависимости операций,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_058,visual-gantt-transfer-arrow,visualGanttTransferArrow,visual-system,visualSystem,src/app.js,1,демо SVG-дуга передачи между операциями,передача между этапами маршрута,curved transfer arrow production icon,иконка передача между этапами маршрута,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_059,route-print-qr-placeholder,routePrintQrPlaceholder,other,routes,src/app.js,1,SVG-заглушка QR-кода в печатной форме,машиночитаемый идентификатор печатного документа,qr code placeholder icon,иконка машиночитаемый идентификатор печатного документа,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_060,gantt-dependency-layer,ganttDependencyLayer,gantt,gantt,src/app.js,1,SVG-слой зависимостей Ганта,визуальные связи между плановыми слотами,gantt dependency connector arrow,иконка визуальные связи между плановыми слотами,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_061,gantt-dependency-arrow,ganttDependencyArrow,gantt,gantt,src/app.js,1,стрелка зависимости Ганта в marker/defs,направление зависимости между операциями,timeline dependency arrow marker icon,иконка направление зависимости между операциями,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_062,gantt-dependency-edit-hit,dependencyEditHit,gantt,gantt,src/app.js,1,невидимая/служебная SVG-линия hit-area зависимости,интерактивная зона редактирования связи,svg hit area connector line icon,иконка интерактивная зона редактирования связи,"arrow-right; route; workflow; git-branch","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"Inline SVG не заменять механически: часто связан с геометрией, marker-end, mask или hit-area."
icon_063,module-brand-letter-m,moduleMenuBrandM,sidebar,global-shell,styles/layers/30-module-shell-ui-foundations.css,1,буквенный знак M через CSS ::before,бренд MES в главном сайдбаре,MES letter mark app sidebar logo,иконка бренд MES в главном сайдбаре,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_064,operation-slot-locked-letter-l,lockedSlotL,gantt,gantt,styles/layers/10-shell-directory-gantt-base.css,1,буквенный индикатор L у зафиксированного слота,зафиксированная операция в Ганте,locked task badge icon,иконка зафиксированная операция в Ганте,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_065,select-chevron-css,selectChevronCss,form,shared,styles/layers/10-shell-directory-gantt-base.css,1,CSS-стрелка select через ::after,выпадающий список,select chevron down icon,иконка выпадающий список,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_066,tree-branch-css,treeBranchCss,table-action,products/routes/planning,styles/layers/50-nomenclature-routes-directories.css,1,CSS-линии дерева через ::before/::after,иерархия строк таблицы,tree branch connector line icon,иконка иерархия строк таблицы,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_067,planning-transfer-link-css,planningTransferLinkCss,operations-resources,planning,styles/ui/planning-order.css,1,CSS-линии/маркеры маршрута передачи,связь до/сейчас/после операции,process transfer connector line icon,иконка связь до/сейчас/после операции,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_068,toggle-knob-css,toggleKnobCss,form,gantt,styles/layers/40-gantt-planning-routes.css,1,переключатель toggle с псевдоэлементом,включено/выключено,toggle switch knob icon,иконка включено/выключено,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_069,speki-section-tooltip-css,spekiSectionTooltipCss,status,products,styles/layers/50-nomenclature-routes-directories.css,1,CSS tooltip/бейдж секции состава изделия,объяснение типа строки или секции,info tooltip badge icon,иконка объяснение типа строки или секции,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_070,gantt-week-boundary-css,ganttWeekBoundaryCss,gantt,gantt,styles/layers/60-operational-modules.css,1,CSS-маркер границы недели,разделитель временной шкалы,timeline week boundary marker,иконка разделитель временной шкалы,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_071,transfer-batch-indicator-css,transferBatchIndicatorCss,gantt,gantt,styles/layers/60-operational-modules.css,1,CSS-индикатор передачи партии,передача количества между операциями,batch transfer marker icon,иконка передача количества между операциями,"chevron-down; badge; circle; corner-down-right","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,"CSS-generated icon/marker. При замене важно проверить layout, hit-area и псевдоэлементы."
icon_072,initials-avatar,employeeInitials,operations-resources,employees,src/app.js,1,текстовые инициалы вместо аватара,сотрудник без отдельной иконки/фото,user initials avatar icon,символ сотрудник без отдельной иконки/фото,"user; minus; dot","lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,"Это текстовый символ, а не SVG. Замена обычно не требуется."
icon_073,dash-empty-symbol,emptyDash,status,shared,src/app.js,1,длинное тире как пустое значение,нет данных / не задано,empty state dash symbol,символ нет данных / не задано,"user; minus; dot","lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,"Это текстовый символ, а не SVG. Замена обычно не требуется."
icon_074,middle-dot-separator,middleDotSeparator,other,shared,src/app.js,1,точка-разделитель в строках статуса,разделение кратких атрибутов,middle dot separator UI symbol,символ разделение кратких атрибутов,"user; minus; dot","lucide; tabler; phosphor; heroicons; remix; material-symbols",low,low,"Это текстовый символ, а не SVG. Замена обычно не требуется."
icon_075,favicon,favicon.svg,other,shared,favicon.svg,1,SVG asset favicon.svg,служебный графический asset проекта,favicon svg asset icon,иконка asset favicon.svg,"image; file-image","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,low,Файловый SVG asset. Не связан напрямую с helper icon(name).
icon_076,production-floor-plan,production-floor-plan.svg,operations-resources,shopMap,assets/production-floor-plan.svg,1,подробный SVG-план производственного помещения,карта цеха и производственных зон,production floor plan svg icon map,SVG карта производственного цеха,"map; factory; floor-plan","lucide; tabler; phosphor; heroicons; remix; material-symbols",high,high,Файловый SVG asset. Не связан напрямую с helper icon(name).
icon_077,selected-row-color-options,selected-row-color-options.svg,other,shared,selected-row-color-options.svg,1,SVG asset selected-row-color-options.svg,служебный графический asset проекта,selected-row-color-options svg asset icon,иконка asset selected-row-color-options.svg,"image; file-image","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,low,Файловый SVG asset. Не связан напрямую с helper icon(name).
icon_078,figma-import-overview,figma-import-overview.svg,other,shared,design/gantt-figma-first/figma-import-overview.svg,1,SVG asset figma-import-overview.svg,служебный графический asset проекта,figma-import-overview svg asset icon,иконка asset figma-import-overview.svg,"image; file-image","lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,low,Файловый SVG asset. Не связан напрямую с helper icon(name).
icon_079,missing-departments,departments,department-auth,shared,src/app.js,1,заданное имя иконки отсутствует в helper и визуально превращается в info,несогласованность между iconName/icon и словарем icon(),departments icon,иконка departments,departments,"lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Нужно либо добавить соответствующую иконку в helper, либо заменить имя на существующее при будущей миграции. В этой задаче не исправлялось."
icon_080,missing-open,open,table-action,planning,src/app.js,2,заданное имя иконки отсутствует в helper и визуально превращается в info,несогласованность между iconName/icon и словарем icon(),open icon,иконка open,open,"lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Нужно либо добавить соответствующую иконку в helper, либо заменить имя на существующее при будущей миграции. В этой задаче не исправлялось."
icon_081,missing-print,print,table-action,planning,src/app.js,1,заданное имя иконки отсутствует в helper и визуально превращается в info,несогласованность между iconName/icon и словарем icon(),print icon,иконка print,print,"lucide; tabler; phosphor; heroicons; remix; material-symbols",medium,medium,"Нужно либо добавить соответствующую иконку в helper, либо заменить имя на существующее при будущей миграции. В этой задаче не исправлялось."
